7.270759119190915e-9,6.738052609231897e-9,2.367739554249426e-9,1.8220452469770464e-8,1.101727208844042e-9,2.099727779517384e-8,2.043564309292552e-8,6.49720264087325e-9,5.5750847428586245e-8,4.440492689366686e-9,6.194429054718554e-8,6.863388388827565e-8,1.544749138680924e-8,1.753982305649488e-7,2.1690365380225703e-8,1.752317459620806e-7,2.4008900164076783e-7,2.757432481202949e-8,5.4051507351065e-7,1.1129423086252152e-7,4.5104482027943485e-7,8.339281469002964e-7,2.492967628572655e-8,0.000001568486038541636,5.463500796117259e-7,9.950906127829962e-7,0.0000027631106209742385,4.0513093834253186e-10,0.000004126627874467414,0.000002436266051144336,0.0000017104837305752474,0.000008432578232765148,3.7783046888994913e-7,0.000009422738889114252,0.000009589873246047319,0.0000018225084078917491,0.000022931446103263563,0.000004238530139663233,0.00001752376922664725,0.00003271550928556187,3.49265431527248e-7,0.000053574681834731835,0.000024997281967710436,0.000023417481794882584,0.0000951785911888701,0.0000036026390838099816,0.00010218031363428379,0.00010470362993825777,0.000015156613019041083,0.00023140331973795414,0.00005613964845858354,0.00014434090253046612,0.0003410093909211319,3.8506071983871725e-7,0.0004543584558186576,0.00032189512387167376,0.0001137184048798013,0.0008936782858995541,0.00013828086556195694,0.0006678373061648022,0.0012424669800877519,0.0000028876241034633617,0.0019036799113643576,0.0011836213072571225,0.0005718177217363971,0.0038708056860993047,0.0005588586939977016,0.0032674175259486595,0.0063468991963924175,0.000011320069998521634,0.011713398097389128,0.008942231820388459,0.004268581255492988,0.04332339815883431,0.011554646631302762,0.08585994305972638,0.6034229866238572,1.0165202875152153,0.6670839827799713,0.11943411662625712,0.005747003344990807,0.04465365646497962,0.007837634055500045,0.006307060332432303,0.01341880585782261,0.0005130340383307314,0.00511333829989179,0.004756768933345164,0.00004056020606371604,0.0036032932226629758,0.001540975618387928,0.0003991105694764976,0.0022501002902236234,0.00036673053483690296,0.0006328091996197169,0.0012411310026069807,0.00003284084863180036,0.0006434096659754718,0.0005942566496355786,0.000007190281868694758
3.3858203227470494e-10,7.416683938958162e-9,6.593831703503591e-9,2.519005463254791e-9,1.822594033902007e-8,9.92200211022551e-10,2.132906665820734e-8,2.0116134113819314e-8,6.823329765615358e-9,5.579456251096715e-8,4.164053674618389e-9,6.268689637983775e-8,6.797547874480401e-8,1.604406503662262e-8,1.7560800593611806e-7,2.1040562541564248e-8,1.7662045819342582e-7,2.39057214748626e-7,2.828296692361538e-8,5.410508793618913e-7,1.1037094000459875e-7,4.5226506522133003e-7,8.334900645910245e-7,2.492967628572698e-8,0.0000015678521653344443,5.485097663703153e-7,9.899652709444486e-7,0.000002766550705353623,6.957027063037468e-10,0.000004111481003228096,0.0000024595651242047895,0.0000016778937105887899,0.000008438527192209,4.0273833178162104e-7,0.000009329845024150119,0.00000969181957280107,0.0000017284090901646928,0.000022874053774333783,0.000004422558002071973,0.000017152578723213612,0.00003298672333349542,2.6159801147363525e-7,0.00005308610749904909,0.000025785286247148964,0.000022383024456389153,0.00009545076150705955,0.000004203399527608156,0.00010003570575940797,0.00010693757968678281,0.000013448423871381139,0.0002299731178970836,0.00005992838771021893,0.00013804773348774214,0.00034454737879656633,0.0000010681502333592095,0.00044491944719688304,0.00033396605029994953,0.00010214608405834773,0.0008907612027906857,0.00015415409101711527,0.0006364460164532467,0.0012638945590603846,4.49085488891968e-7,0.0018603751815142932,0.0012442917656042534,0.0005073642286349598,0.003858398037199553,0.0006421339736877442,0.003081900838609046,0.006467908207348107,2.066390952142319e-7,0.01134849876272567,0.009419556813796786,0.003633688115569222,0.04270087397195162,0.01314012251739719,0.0779186954368096,0.5852703604096754,1.0148086253960655,0.6853337231876777,0.13015098530537886,0.0044289140186518205,0.04486861023527007,0.008910645361090739,0.005704965378335803,0.013739900930018745,0.0007064203031155181,0.004854811284219997,0.005003943009520076,0.000012633926826139401,0.0035243225720183067,0.001689548122593679,0.0003244343342813821,0.0022564239318526337,0.0004360182438047995,0.0005701832483852433,0.0012768837056384257,0.00005221263650594635,0.0006070484063758739,0.0006303946309907558
6.58765214770995e-9,2.9633074124538233e-10,7.548276426221608e-9,6.462163728615502e-9,2.6587808515924596e-9,1.8226037337233223e-8,8.992027364981327e-10,2.1620249765149393e-8,1.9834383778714493e-8,7.111964544265903e-9,5.5824641368136335e-8,3.9362150901833575e-9,6.330422505679539e-8,6.74331247134506e-8,1.6529126218571742e-8,1.7576306932669245e-7,2.055845245562064e-8,1.7761213210056636e-7,2.3836604128368168e-7,2.8712431537539272e-8,5.413162589594093e-7,1.1006375726805161e-7,4.5226506522133104e-7,8.339281469002993e-7,2.446354874042391e-8,0.0000015659439870969267,5.528346193657569e-7,9.814406603439474e-7,0.0000027716423611377645,1.233159557516994e-9,0.000004091156986296153,0.0000024895054575926417,0.0000016375203134895462,0.000008445027898811263,4.3358847595206914e-7,0.000009219630684477475,0.000009809796433793414,0.0000016228202583623649,0.00002280420213759733,0.000004634443586360034,0.00001673634063254977,0.00003328136318426785,1.7911669361636393e-7,0.00005253200906865207,0.000026654406028871406,0.00002127059915362151,0.00009570505687395209,0.000004904868822531551,0.0000976926901897258,0.00010930956164104337,0.000011720084364652759,0.00022829840427576658,0.00006406977363118754,0.0001313959865632801,0.0003480581258854503,0.0000021647724366065243,0.00043464260416748726,0.00034664907653564374,0.0000905132846631771,0.0008867664046484903,0.00017159931942594604,0.0006035797883617528,0.001285009462360168,1.663010397823e-7,0.0018131780231557687,0.001307469119091364,0.0004435710670486924,0.0038396173897743777,0.0007337584984117413,0.0028900511788516937,0.006583271398288033,0.000006542968067450871,0.010956640926610549,0.009905899070742689,0.0030273709448342748,0.04197887988918281,0.01483046220026497,0.0701313491666282,0.5664038875692389,1.0122248431644763,0.70402009354441,0.1417636479696695,0.0032111956838162536,0.04496948508345714,0.010081423338999956,0.005092008973642479,0.014036656802209457,0.0009381611398372031,0.0045777149564812415,0.005250534254035368,3.9084892931866816e-7,0.003431088049030359,0.0018445259698349347,0.00025411207101710655,0.0022544137513202766,0.0005122545722965626,0.0005066311900938595,0.0013091099721363217,0.00007669346426265095,0.0005680180096529142
1.025505861158401e-9,6.583819561234394e-9,2.603399308676513e-10,7.665766328773518e-9,6.343476843589931e-9,2.785876222639134e-9,1.8222338186207155e-8,8.21255977838607e-10,2.1871329611736747e-8,1.9591343119168642e-8,7.3605008957269275e-9,5.5844480099507724e-8,3.753999359041282e-9,6.379702893784133e-8,6.700907003658733e-8,1.6897455683118617e-8,1.758694797205189e-7,2.0239565838754476e-8,1.7820701296566012e-7,2.3801946685798702e-7,2.885629919139281e-8,5.413162589594093e-7,1.1037094000459843e-7,4.510448202794349e-7,8.352385114363909e-7,2.3544632269955398e-8,0.0000015627418996140628,5.593353355953903e-7,9.695436987670416e-7,0.000002778303040142356,2.1474659594264305e-9,0.000004065549036434715,0.0000025260693548341765,0.000001589612737598404,0.000008451618056174464,4.7088937702016226e-7,0.000009091916813443487,0.000009943313368627625,0.0000015070474963345078,0.000022720231772173176,0.000004875282379348625,0.000016275760062935478,0.000033596417200612214,1.0647426519462619e-7,0.00005190863486524393,0.00002760444352475138,0.000020086661734477107,0.00009593022267708528,0.0000057179010256982945,0.00009514926607074502,0.00011180708391444663,0.000009997580868684645,0.00022635239188771965,0.00006857304954172315,0.00012441048251919543,0.00035148531032279444,0.0000037380395474996156,0.0004235033018383369,0.00035989526287854407,0.00007894412643017013,0.0008815549622413338,0.00019067545485255844,0.0005693494438493863,0.0013055384159002326,0.000002350634054830555,0.0017619767514279294,0.0013728820621800636,0.0003810980133930123,0.003813768271950465,0.000833923335509986,0.002692718419436184,0.006691228115739739,0.00003212150692933973,0.010537948230874557,0.010397837648888533,0.0024565897927498665,0.041152912000674204,0.01661807970769231,0.06254463874240435,0.5468502255999326,1.0086874758667783,0.7230850172296346,0.15432153749847285,0.0021283834586535003,0.04494131006432669,0.011352080938328115,0.004473878011808411,0.014303533337595062,0.0012107589808895082,0.0042830242207707245,0.005494101806300862,0.0000058405273487695116,0.0033231503382221963,0.0020050339647484905,0.00018944036705376634,0.0022432991323910042,0.0005953632735549267,0.0004428203313642489,0.0013371369248325153,0.00010654170133066663
2.4549944788536188e-9,1.0827303502021974e-9,6.578404912202004e-9,2.299731039956748e-10,7.769398071159778e-9,6.238116110988956e-9,2.8992559940432716e-9,1.8216256837569695e-8,7.570277539061781e-10,2.208279970841943e-8,1.9387771270092934e-8,7.566762430757086e-9,5.585692214629818e-8,3.614917182429993e-9,6.416598090100073e-8,6.67050047528036e-8,1.714516094893411e-8,1.7593158295958275e-7,2.008088357388845e-8,1.784052839599326e-7,2.3801946685798768e-7,2.871243153753924e-8,5.410508793618912e-7,1.1129423086252172e-7,4.4860578367973943e-7,8.374094697903951e-7,2.2199595893517884e-8,0.00000155821346257277,5.680273165468628e-7,9.543130405365024e-7,0.000002786422063399411,3.604692476033969e-9,0.000004034527580784491,0.000002569228558600213,0.0000015344762432476716,0.000008457751574975024,5.152208611163376e-7,0.000008946524736157604,0.000010091777117646304,0.0000013825850420413793,0.00002262030689385304,0.000005146208952264235,0.000015771744539852082,0.000033928469506119934,4.8742677684796056e-8,0.00005121211605972907,0.00002863479602163569,0.000018838565485830042,0.00009611407119189746,0.000006653650350371859,0.0000924043361194349,0.0001144156774413502,0.000008308995335765433,0.000224107689723418,0.00007344540738763331,0.00011712053199678875,0.0003547680519229618,0.000005852215083084404,0.0004114818906985051,0.00037364553148600997,0.00006757269347981118,0.0008749863929360705,0.00021142913368999875,0.0005338893452759596,0.0013251869189778468,0.000007313886584948321,0.001706692193425774,0.001440203282525292,0.0003206504589076551,0.003780166934017228,0.0009427257692090489,0.002490898216609999,0.006789923067988597,0.00007864677922486851,0.010092882918026664,0.010891504482178151,0.0019284226694779101,0.040219323881667365,0.01849326272798753,0.05520520052994181,0.526642094218056,1.0041150339223424,0.7424624734000658,0.16787332498953386,0.001219736119321103,0.044768900876934775,0.012723666684412353,0.0038572596069897784,0.014534686734146943,0.00152647136932689,0.0039721473718991925,0.005731925377860126,0.000031003138261467374,0.003200252126233726,0.0021699955972323565,0.00013180635527349573,0.002222357467376075,0.0006851493495532498,0.0003795143670141804,0.0013602743101872893
3.1655331560716224e-9,2.404615976727006e-9,1.1350790900728633e-9,6.572027519267091e-9,2.04641989996401e-10,7.859418752638851e-9,6.146355707655464e-9,2.9980318142999717e-9,1.82090229632812e-8,7.053485015259243e-10,2.225511966956288e-8,1.9224260913430167e-8,7.728989020671559e-9,5.586425004059187e-8,3.516999740121753e-9,6.441162716572351e-8,6.652210434249753e-8,1.726965802382646e-8,1.7595199307260998e-7,2.0080883573888425e-8,1.782070129656608e-7,2.3836604128368168e-7,2.82829669236151e-8,5.405150735106495e-7,1.1283881231467436e-7,4.4495096932594685e-7,8.404214126037876e-7,2.0468415361064217e-8,0.0000015523137659899115,5.789298825801833e-7,9.358000303323214e-7,0.0000027958601309074897,5.806182229807701e-9,0.000003997942905132431,0.0000026189403418292856,0.0000014724753364884125,0.00000846279910683944,5.672274691998062e-7,0.000008783288212156496,0.000010254479378901773,0.0000012511192456000329,0.000022502428825340694,0.000005448365539105823,0.000015225440889636517,0.00003427368110529343,1.1389614063176206e-8,0.00005043853976174742,0.000029744358737501637,0.000017534624383343157,0.00009624351815928687,0.000007723409298069865,0.00008945794173378056,0.00011711872487141166,0.000006684451844683434,0.00022153665608480447,0.00007869144910538385,0.0001095603456948195,0.0003578410066960319,0.000008571935741979316,0.0003985648999577984,0.0003878297584972096,0.00005654278848629419,0.0008669204382442353,0.00023389205029668297,0.0004973592774012937,0.0013436400827110762,0.000015363994402676032,0.0016472837299692442,0.0015090458193363682,0.0002629761701911687,0.0037381526878972333,0.0010601549909444547,0.002285737947058587,0.006877420230464787,0.00014770027076830867,0.009622282345815738,0.011382586265507226,0.0014499829289191517,0.03917547250753625,0.020444125514598233,0.04815914120919299,0.5058186072736255,0.9984267312198335,0.7620780510077035,0.1824662602540906,0.0005295714248537936,0.04443710072982294,0.014195964194012582,0.0032498953004100935,0.014724026088427634,0.0018872307764526445,0.0036469706172642235,0.005961011656216956,0.000077873633742512,0.003062351642492605,0.0023381224910803524,0.00008267512068605116,0.00219093567324758,0.0007812847855390628,0.00031757302502713697
9.399324220760564e-11,3.208980320430952e-9,2.359615134811285e-9,1.182154260866905e-9,6.565239186231286e-9,1.8381328645307886e-10,7.936067518414818e-9,6.068409919979771e-9,3.0814560566051784e-9,1.8201679379390812e-8,6.652244664370882e-10,2.238869412781962e-8,1.910125979026724e-8,7.845824858511893e-9,5.5868180157654866e-8,3.4588235095798663e-9,6.453435134776046e-8,6.646106127959926e-8,1.7269658023826354e-8,1.7593158295958288e-7,2.0239565840114665e-8,1.776121321005667e-7,2.390572147486254e-7,2.7574324812029493e-8,5.396987836194542e-7,1.1501318654599478e-7,4.4008516221222357e-7,8.442466064885304e-7,1.8404331898072744e-8,0.0000015449859390368353,5.920652435908419e-7,9.140699009312032e-7,0.000002806448778865617,8.987458234986883e-9,0.000003955628364680635,0.0000026751429439512943,0.0000014040372338284057,0.00000846604906917265,6.276105948229521e-7,0.000008602067005226713,0.000010430583706497757,0.0000011145312101409713,0.000022364452275067252,0.000005782867228709464,0.000014638274528372872,0.00003462777236452133,2.485168700789517e-10,0.000049584030974355186,0.000030931422085519415,0.000016184172326112635,0.0000963046340194507,0.000008938425163265808,0.00008631151002572847,0.00011989729962903408,0.000005156025505558222,0.0002186118003610293,0.00008431261950262697,0.00010176941665156871,0.0003606345510038239,0.000011961317165882748,0.0003847462999347917,0.00040236593931819106,0.000046007470636375746,0.0008572191054728686,0.00025807816672021415,0.00045994611990348084,0.0013605640043418232,0.00002680013146758708,0.0015837555054347748,0.001578960032514236,0.00020886067308748348,0.0036871005654907432,0.0011860777244220202,0.002078540495300412,0.006951720510994013,0.00024070245725301852,0.009127393579473866,0.011866335654067804,0.001028324267035963,0.03801986494607012,0.022456594771160483,0.041451565669350904,0.4844255595127102,0.9915432963301077,0.7818485490424487,0.19814542565132576,0.00010758214434229251,0.04393107285332797,0.01576727944493086,0.0026606227028331646,0.014865286484822986,0.002294556649967248,0.0033099001221073747,0.006178108178870657,0.00014837992781559686,0.002909657307926905,0.0025079068617420383,0.00004357303130334144,0.002148473906970594,0.0008832949138035696
3.0423356977114654e-9,8.256191372208332e-11,3.2469619372761047e-9,2.3200870531499777e-9,1.223613457326861e-9,6.558523282062977e-9,1.6701433223139033e-10,7.999566311382215e-9,6.004442931667809e-9,3.148915790046973e-9,1.8195080583951453e-8,6.358483608235081e-10,2.2483855572802465e-8,1.901908813277049e-8,7.916308771400515e-9,5.5869858423797197e-8,3.4395274890874008e-9,6.453435134776048e-8,6.652210434249753e-8,1.7145160948934032e-8,1.7586947972051927e-7,2.055845245562062e-8,1.766204581934257e-7,2.400890016407681e-7,2.659722059163725e-8,5.385870087935542e-7,1.1782896761749079e-7,4.340152377364278e-7,8.488489305129909e-7,1.6073783187407733e-8,0.0000015361618251459647,6.074571953985042e-7,8.892032043146125e-7,0.0000028179897697614297,1.3416836317993573e-8,0.00000390740421424672,0.000002737750346576797,0.0000013296555683985666,0.000008466709184559234,6.971192173427239e-7,0.000008402762057049237,0.000010619111688875108,9.74898289579293e-7,0.0000222041047307095,0.000006150763071777154,0.000014011990375951765,0.00003498600831496075,2.148101031158552e-8,0.00004864484388890937,0.00003219356412535963,0.000014797615556210263,0.00009628271393043322,0.000010309694399727527,0.00008296811254552789,0.00012273002038530094,0.0000037576068498259257,0.00021530623895959494,0.0000903066140286897,0.00009379286577815109,0.0003630750707767741,0.000016082938326740722,0.0003700288139111644,0.0004171594539811738,0.00003612834362343403,0.000845748977990803,0.0002839808337892911,0.000421865250022523,0.0013756077327924865,0.00004190721810118722,0.0015161627361485876,0.0016494313706228642,0.00015912116775161872,0.003626435265627931,0.0013202241125749585,0.001870765521115455,0.00701078344432849,0.00035887234358194766,0.008609904918289883,0.012337592628567354,0.0006703337545911133,0.03675230288592165,0.02451443260901222,0.035126068439462046,0.46251565215097246,0.9833878675003085,0.801681639386636,0.21495289849412813,0.000009123227899496475,0.043236649469940026,0.017434218561420495,0.0020994009227545338,0.014952120217640827,0.002749460381445524,0.002963899988213894,0.006379725753606135,0.00024433504523875674,0.0027426628236220064,0.0026776178011689096,0.000016066652340736494,0.0020945312775539878
5.837128440494712e-10,3.037231226847108e-9,7.313798518456504e-11,3.2795989639375493e-9,2.286104109229592e-9,1.2591667613060747e-9,6.55229420145431e-9,1.5383780221913896e-10,8.050112038966565e-9,5.954577318706864e-9,3.1999275204195645e-9,1.818989176712945e-8,6.166076670183677e-10,2.2540850989741973e-8,1.8977951899101214e-8,7.939866992688672e-9,5.5869858423797084e-8,3.4588235095798398e-9,6.441162716572348e-8,6.670500475280343e-8,1.68974556831187e-8,1.757630693266923e-7,2.104056254156434e-8,1.7523174596208145e-7,2.4145533774241873e-7,2.5366688730957658e-8,5.37159910624379e-7,1.2130059076707767e-7,4.267505816044485e-7,8.541835441509272e-7,1.3556295391799395e-8,0.0000015257628304108012,6.251295677643232e-7,8.612974792027477e-7,0.0000028302545378544262,1.939368970068615e-8,0.00000385308203732513,0.000002806646500717622,0.0000012498941733989038,0.000008463908760894276,7.765392384074958e-7,0.000008185332117495987,0.000010818928755925581,8.344939369313661e-7,0.00002201900948008132,0.000006552993607308639,0.00001334869523983204,0.000035343187878421876,8.153069831783049e-8,0.000047617462398113175,0.00003352753983993584,0.00001338647680833982,0.00009616236857220932,0.000011847734076592817,0.0000794327317368549,0.0001255929277117437,0.000002524716672863917,0.00021159420450450497,0.000096666769692344,0.00008568173248424318,0.00036508536831768084,0.00002099670331285058,0.0003544252649945757,0.0004321024651588442,0.000027074568613803027,0.0008323838017735603,0.00031156987824836085,0.0003833615971654766,0.0013884058920605054,0.0000609498489739309,0.0014446179830270947,0.001719879096415149,0.0001145988321785903,0.0035556462666918604,0.0014621741592609249,0.0016640277263801572,0.007052553048447983,0.0005031849713342708,0.008071973273760127,0.012790817243888001,0.00038261338508751707,0.03537402152805905,0.026599300565270587,0.029224191953802183,0.4401486493482489,0.9738869699503756,0.8214756023273101,0.23292682173488,0.00029545883453618496,0.04234074173232858,0.01919145997049581,0.001577315838232008,0.014978207566989928,0.0032523442814071987,0.002612524320693682,0.006562170608198938,0.0003673833230459156,0.002562181804297356,0.002845302244381026,0.0000017369600027191022
1.3237408214681517e-9,6.057388984739681e-10,3.0323250719735592e-9,6.549468993782278e-11,3.3070041553907616e-9,2.2577202168795233e-9,1.2885739556481783e-9,6.54689715791098e-9,1.4394552968011938e-10,8.087869928614829e-9,5.918900990537168e-9,3.2341326985297753e-9,1.8186588288935482e-8,6.070907287507054e-10,2.255983236287927e-8,1.8977951899101244e-8,7.91630877140049e-9,5.5868180157654866e-8,3.516999740121762e-9,6.416598090100073e-8,6.700907003658725e-8,1.652912621857159e-8,1.7560800593611838e-7,2.1690365380225634e-8,1.7344578038656238e-7,2.4314798103841097e-7,2.3902109698959203e-8,5.353929598900066e-7,1.2544493886487417e-7,4.1830360429281794e-7,8.60196504010833e-7,1.0944317315084896e-8,0.000001513700949410338,6.451044063449698e-7,8.304690501452252e-7,0.0000028429836495037737,2.7246322291971643e-8,0.000003792469789364004,0.000002881679032133333,0.0000011653908381923416,0.00000845670187237645,8.666812072234494e-7,0.000007949811776271223,0.000011028729882966371,6.957854530096622e-7,0.0000218067123545322,0.0000069903446604371906,0.000012650900348578674,0.000035693637985926985,1.8706732823092105e-7,0.00004649871007741158,0.00003492916967550237,0.000011963426454380168,0.00009592763854008353,0.00001356233047389084,0.00007571253027404064,0.00012845938879934508,0.000001494264258766865,0.00020745160903189888,0.00010338144852243671,0.00007749319664234717,0.00036658520202893997,0.000026758579126723075,0.0003379599289802388,0.00044707348569895684,0.00001902156777867,0.0008170073333168012,0.0003407886942801251,0.0003447102648771382,0.0013985820211502348,0.00008416567024613423,0.001369297244037244,0.0017896561777455394,0.00007614942915488587,0.003474304011082377,0.0016113451620161504,0.0014600917174029614,0.007074987947064497,0.0006743275852896166,0.007516246110210862,0.013220134701454788,0.00017135096315410513,0.033887819158478195,0.0286908682325543,0.023784856015941467,0.41739144959654473,0.9629715709060735,0.8411191561354439,0.25210038206517515,0.0010339566118296448,0.041231814646887174,0.021031524872401165,0.001106560636797395,0.0149373882138902,0.0038028959309274286,0.0022599413222119517,0.006721587303572365,0.0005189409295981893,0.002369380927606942,0.003008791518099023
2.064902995167898e-9,1.3020808421052712e-9,6.248813982429121e-10,3.0278245902302114e-9,5.9434276829115e-11,3.3292786402590192e-9,2.2349745210231087e-9,1.311642100514398e-9,6.542608133393212e-9,1.3707150844780675e-10,8.112968485662758e-9,5.8974727862544634e-9,3.2512942532890793e-9,1.818545544289463e-8,6.070907287507091e-10,2.254085098974199e-8,1.9019088132770523e-8,7.845824858511911e-9,5.586425004059191e-8,3.6149171824299762e-9,6.379702893784142e-8,6.743312471345066e-8,1.6044065036622874e-8,1.7539823056494944e-7,2.2513705870274315e-8,1.7126250323530608e-7,2.4515637846245976e-7,2.222724051188486e-8,5.332571269158954e-7,1.3028087753596455e-7,4.0869035327775364e-7,8.668243408691984e-7,8.342985190703326e-9,0.0000014998799955628426,6.6739992199963e-7,7.968550400622532e-7,0.0000028558864029447764,3.732938461130736e-8,0.0000037253775137536717,0.000002962652462752438,0.0000010768608765320383,0.000008444071584067794,9.68366452157671e-7,0.000007696330743658476,0.000011247025643856058,5.614291286437691e-7,0.000021564712848516786,0.000007463397702898589,0.000011921563472145784,0.00003603121395063755,3.449203792279446e-7,0.00004528586894575168,0.00003639322765744394,0.000010542299341746621,0.0000955621347219638,0.000015462265169937842,0.00007181712103219251,0.0001313000387582266,7.042437560734618e-7,0.00020285666121364778,0.00011043342319423923,0.0000692907156100958,0.00036749197006197076,0.00003341921555569884,0.00032066987468567083,0.0004619371545991253,0.000012149397855773175,0.0007995164457770066,0.00037155141702885244,0.00030621663970599813,0.0014057526715383912,0.00011175825321479486,0.0012904457321816813,0.001858050511809802,0.00004463214108552241,0.0033820769343917215,0.0017669805455337063,0.0012608629921833574,0.0070760957449126066,0.0008726551769561899,0.006945876642299165,0.013619393482954344,0.000042181903991879564,0.03229817335583379,0.03076696958006228,0.018843766335317404,0.3943180699221936,0.9505782070605107,0.8604913936765328,0.272500695729047,0.002298215217143462,0.039900430214819614,0.022944552740665487,0.0007003870561217081,0.0148238141788582,0.0043999800134710745,0.0019109471343715413,0.0068540133990132555,0.0007001312736546464,0.0021658103806599656
6.639758166253072e-11,2.082496441909102e-9,1.283730661635319e-9,6.410159737764189e-10,3.0239047793435446e-9,5.4789651080448825e-11,3.346509033168165e-9,2.217894529632648e-9,1.3282234140935625e-9,6.539633962206591e-9,1.3302416003025857e-10,8.125495492736227e-9,5.890326389582152e-9,3.2512942532890843e-9,1.8186588288935532e-8,6.166076670183661e-10,2.2483855572802492e-8,1.910125979026732e-8,7.728989020671494e-9,5.5856922146298065e-8,3.7539993590413015e-9,6.330422505679542e-8,6.797547874480408e-8,1.5447491386809173e-8,1.7512599745064796e-7,2.3517705294749845e-8,1.6868217675796376e-7,2.4746750780216316e-7,2.0370241746718207e-8,5.307191202502745e-7,1.358287057189092e-7,3.979312165555072e-7,8.739936070281748e-7,5.8697943583779685e-9,0.0000014841970374927778,6.920281709930275e-7,7.606154575211592e-7,0.0000028686406043922866,5.002078375891881e-8,0.0000036516236873725505,0.000003049321080692703,9.851003400293133e-7,0.000008424935456786675,0.0000010824114480576817,0.000007425134352218396,0.000011472128989523465,4.3426228746990975e-7,0.00002129049956871363,0.000007972477099126266,0.000011164129647540117,0.000036349307704410854,5.620011700831729e-7,0.00004397680694861851,0.00003791333314654161,0.000009138092715052418,0.00009504920689431812,0.00001755501982615009,0.0000677588294339705,0.00013408276517610688,1.9336313416799765e-7,0.00019779053268784142,0.00011779927662446318,0.00006114405718260221,0.00036772155021294367,0.00004102245268435169,0.0003026062601858825,0.0004765442579797032,0.000006640767814009593,0.0007798244596323208,0.00040374024482194915,0.0002682158937211943,0.001409532306653144,0.00014388954714424066,0.0012083831249467998,0.0019242877132749033,0.000020896594756733356,0.0032787491177732235,0.0019281405952904802,0.0010683746785754133,0.007053971525423486,0.0010981463841682893,0.00636453089869647,0.013982237220083769,4.3561056768242307e-8,0.03061133912198756,0.03280380957348126,0.014432809048270684,0.37100951989634173,0.9366501784947476,0.8794618460011793,0.2941476074768386,0.004168109511612569,0.038339861210886436,0.024918087709559545,0.0003730224603314024,0.014632124528340089,0.005041529930979616,0.0015709670339533474,0.006955446721142478,0.0009117160641669215
2.9732209025030424e-9,6.045451560488315e-11,2.0970237170365563e-9,1.2687044990036593e-9,6.540414373530528e-10,3.020708446191505e-9,5.1425673955656916e-11,3.3587650910557805e-9,2.2064986438658484e-9,1.3382135724794524e-9,6.538112441797499e-9,1.3168791951456903e-10,8.125495492736218e-9,5.89747278625446e-9,3.234132698529767e-9,1.818989176712946e-8,6.358483608235074e-10,2.238869412781959e-8,1.9224260913430167e-8,7.566762430757104e-9,5.584448009950774e-8,3.936215090183287e-9,6.268689637983786e-8,6.863388388827578e-8,1.4745974649623268e-8,1.7478191076299222e-7,2.4710636934378924e-8,1.6570558035543797e-7,2.500656935679168e-7,1.8363695373505435e-8,5.277416826655723e-7,1.4210951334127262e-7,3.860516953667936e-7,8.816204245807378e-7,3.6541555094454116e-9,0.0000014665440571759947,7.189925244371008e-7,7.219353570748115e-7,0.0000028808925778301053,6.57180190302788e-8,0.0000035710422175873135,0.000003141381528935885,8.909886402493179e-7,0.00000839815251759399,0.0000012096104203495325,0.000007136604766000791,0.000011702143233830278,3.172915954319163e-7,0.000020981590560510306,0.000008517594581872337,0.00001038256922308551,0.00003664086491198531,8.452127899159077e-7,0.00004257011263735148,0.00003948184804117945,0.000007766942368967618,0.00009437214231705656,0.000019846461724055294,0.00006355294473787588,0.00013677274525444275,6.014747941522779e-10,0.0001922380712974771,0.00012544883497560166,0.00005312920936977252,0.0003671893047185902,0.00004960372894635673,0.0002838355445839573,0.0004907320417980281,0.000002678685105720812,0.0007578646722341589,0.0004372029904171262,0.0002310717922459619,0.001409539022738103,0.00018067200202869898,0.0011235080842991955,0.001987535617658004,0.0000057680861309891026,0.003164238232360443,0.002093695609837018,0.0008847696228750416,0.007006840215297067,0.0013503608158910295,0.005776385225329638,0.014302190600116848,0.00004902450044679478,0.028835424658220594,0.034776222577392185,0.010579440767096113,0.34755356224110473,0.9211387945951063,0.8978906913371586,0.3170524077736778,0.006729736776942188,0.036546776438363085,0.026936885076733585,0.00013954764647146716,0.014357641594773622,0.005724442279662399,0.001246041261211188,0.007021925806046851
